"x";"y";"zTopo";"from_SecondarySeal";"to_SecondarySeal";"thickness_SecondarySeal";"from_SecondaryReservoir";"to_SecondaryReservoir";"thickness_SecondaryReservoir";"from_Seal";"to_Seal";"thickness_Seal";"from_Reservoir";"to_Reservoir";"thickness_Reservoir";"from_NonReservoirDeep";"to_NonReservoirDeep";"thickness_NonReservoirDeep";
820;980;-1;-1;-370.833;369.833;-370.833;-423.176;52.3432;-423.176;-797.5;374.323;-797.5;-1030.94;233.438;-1030.94;-2000;969.063;
860;980;-1;-1;-412.615;411.615;-412.615;-464.17;51.5546;-464.17;-836.144;371.974;-836.144;-1039.58;203.438;-1039.58;-2000;960.418;
900;980;-1;-1;-453.931;452.931;-453.931;-504.344;50.4136;-504.344;-875.415;371.071;-875.415;-999.761;124.345;-999.761;-2000;1000.24;
940;980;-1;-1;-494.482;493.482;-494.482;-543.535;49.0536;-543.535;-916.303;372.767;-916.303;-959.936;43.6332;-959.936;-2000;1040.06;
980;980;-1;-1;-534.067;533.067;-534.067;-581.68;47.6135;-919.589;-919.88;0.290613;-919.88;-919.88;0;-919.88;-2000;1080.12;
1020;980;-1;-1;-572.356;571.356;-572.356;-618.371;46.0152;-879.782;-880.154;0.372156;-880.154;-880.154;0;-880.154;-2000;1119.85;
1060;980;-1;-1;-606.544;605.544;-606.544;-649.474;42.9301;-649.474;-839.99;190.515;-839.99;-847.671;7.68183;-847.671;-2000;1152.33;
1100;980;-1;-1;-632.929;631.929;-632.929;-674.283;41.3544;-674.283;-800.023;125.74;-800.023;-884.643;84.6205;-884.643;-2000;1115.36;
1140;980;-1;-1;-654.388;653.388;-654.388;-695.577;41.1891;-695.577;-760.488;64.9106;-760.488;-928.334;167.846;-928.334;-2000;1071.67;
1180;980;-1;-1;-673.724;672.724;-673.724;-715.885;42.1613;-715.885;-785.654;69.7692;-785.654;-976.597;190.943;-976.597;-2000;1023.4;
1220;980;-1;-679.569;-679.786;0.216532;-679.786;-679.786;0;-679.786;-817.92;138.135;-817.92;-1021.68;203.761;-1021.68;-2000;978.319;
1260;980;-1;-1;-639.896;638.896;-639.896;-639.896;0;-639.896;-857.83;217.934;-857.83;-1061.83;203.998;-1061.83;-2000;938.172;
1300;980;-1;-1;-600.094;599.094;-600.094;-603.735;3.64195;-603.735;-899.368;295.632;-899.368;-1100.37;201;-1100.37;-2000;899.632;
1340;980;-1;-1;-588.449;587.449;-588.449;-625.406;36.9564;-625.406;-935.491;310.085;-935.491;-1140.76;205.265;-1140.76;-2000;859.244;
1380;980;-1;-1;-610.256;609.256;-610.256;-648.026;37.7699;-648.026;-968.138;320.111;-968.138;-1183.25;215.113;-1183.25;-2000;816.749;
1420;980;-1;-1;-632.951;631.951;-632.951;-671.72;38.7687;-671.72;-1000.78;329.062;-1000.78;-1225.82;225.038;-1225.82;-2000;774.18;
1460;980;-1;-1;-656.717;655.717;-656.717;-696.505;39.7886;-696.505;-1036.55;340.044;-1036.55;-1265.43;228.878;-1265.43;-2000;734.572;
1500;980;-1;-1;-681.747;680.747;-681.747;-722.505;40.7577;-722.505;-1077.91;355.404;-1077.91;-1299.61;221.699;-1299.61;-2000;700.392;
1540;980;-1;-1;-708.393;707.393;-708.393;-750.125;41.732;-750.125;-1125.08;374.957;-1125.08;-1328.86;203.781;-1328.86;-2000;671.137;
1580;980;-1;-1;-737.275;736.275;-737.275;-780.159;42.8849;-780.159;-1173.52;393.363;-1173.52;-1357.68;184.155;-1357.68;-2000;642.322;
1620;980;-1;-1;-769.39;768.39;-769.39;-813.883;44.4934;-813.883;-1218.11;404.225;-1218.11;-1391.43;173.321;-1391.43;-2000;608.571;
1660;980;-1;-1;-806.299;805.299;-806.299;-853.262;46.9631;-853.262;-1259.14;405.88;-1259.14;-1438.44;179.301;-1438.44;-2000;561.557;
1700;980;-1;-1;-850.519;849.519;-850.519;-899.438;48.9185;-899.438;-1300.31;400.874;-1300.31;-1500.81;200.502;-1500.81;-2000;499.186;
1740;980;-1;-1;-899.188;898.188;-899.188;-945.58;46.3914;-945.58;-1343.59;398.015;-1343.59;-1552.54;208.949;-1552.54;-2000;447.456;
1780;980;-1;-1;-937.025;936.025;-937.025;-984.945;47.9199;-984.945;-1383.88;398.939;-1383.88;-1588.74;204.861;-1588.74;-2000;411.255;
1820;980;-1;-1;-953.489;952.489;-953.489;-1003.17;49.6824;-1003.17;-1406.7;403.53;-1406.7;-1603.77;197.064;-1603.77;-2000;396.235;
1860;980;-1;-1;-946.55;945.55;-946.55;-997.666;51.1169;-997.666;-1401.37;403.703;-1401.37;-1598.42;197.049;-1598.42;-2000;401.582;
1900;980;-1;-1;-924.96;923.96;-924.96;-975.288;50.3285;-975.288;-1375.87;400.582;-1375.87;-1576.35;200.477;-1576.35;-2000;423.653;
1940;980;-1;-1;-899.004;898.004;-899.004;-947.002;47.9978;-947.002;-1342.64;395.633;-1342.64;-1542.34;199.71;-1542.34;-2000;457.655;
1980;980;-1;-1;-871.365;870.365;-871.365;-917.887;46.5215;-917.887;-1304.81;386.927;-1304.81;-1498.96;194.151;-1498.96;-2000;501.036;
20;940;-1;-1;-1;0;-1;-1;0;-1;-73.6679;72.6679;-73.6679;-253.471;179.803;-253.471;-2000;1746.53;
60;940;-1;-1;-1;0;-1;-1;0;-1;-97.5709;96.5709;-97.5709;-281.68;184.109;-281.68;-2000;1718.32;
100;940;-1;-1;-1;0;-1;-1;0;-1;-123.897;122.897;-123.897;-312.956;189.06;-312.956;-2000;1687.04;
140;940;-1;-1;-1;0;-1;-1;0;-1;-152.83;151.83;-152.83;-347.342;194.512;-347.342;-2000;1652.66;
180;940;-1;-1;-1;0;-1;-1;0;-1;-184.588;183.588;-184.588;-384.57;199.982;-384.57;-2000;1615.43;
220;940;-1;-1;-1;0;-1;-1;0;-1;-219.38;218.38;-219.38;-424.071;204.691;-424.071;-2000;1575.93;
260;940;-1;-1;-1;0;-1;-1;0;-1;-256.998;255.998;-256.998;-464.987;207.989;-464.987;-2000;1535.01;
300;940;-1;-1;-1;0;-1;-1;0;-1;-296.825;295.825;-296.825;-506.416;209.591;-506.416;-2000;1493.58;
340;940;-1;-1;-1;0;-1;-1;0;-1;-337.984;336.984;-337.984;-547.512;209.528;-547.512;-2000;1452.49;
380;940;-1;-1;-1;0;-1;-1;0;-1;-379.628;378.628;-379.628;-587.61;207.982;-587.61;-2000;1412.39;
420;940;-1;-1;-1;0;-1;-17.4205;16.4205;-17.4205;-421.024;403.604;-421.024;-626.514;205.49;-626.514;-2000;1373.49;
460;940;-1;-1;-1;0;-1;-58.2682;57.2682;-58.2682;-461.524;403.256;-461.524;-664.479;202.955;-664.479;-2000;1335.52;
500;940;-1;-1;-42.0399;41.0399;-42.0399;-100.033;57.9931;-100.033;-500.598;400.565;-500.598;-702.167;201.569;-702.167;-2000;1297.83;
540;940;-1;-1;-84.6419;83.6419;-84.6419;-141.974;57.3324;-141.974;-538.144;396.169;-538.144;-740.223;202.08;-740.223;-2000;1259.78;
580;940;-1;-1;-127.223;126.223;-127.223;-183.35;56.1274;-183.35;-574.819;391.469;-574.819;-778.93;204.11;-778.93;-2000;1221.07;
620;940;-1;-1;-169.112;168.112;-169.112;-223.58;54.4681;-223.58;-611.332;387.752;-611.332;-818.406;207.074;-818.406;-2000;1181.59;
660;940;-1;-1;-209.809;208.809;-209.809;-262.481;52.6717;-262.481;-648.043;385.562;-648.043;-858.697;210.654;-858.697;-2000;1141.3;
700;940;-1;-1;-249.213;248.213;-249.213;-300.857;51.6446;-300.857;-685.085;384.228;-685.085;-900.013;214.927;-900.013;-2000;1099.99;
740;940;-1;-1;-288.356;287.356;-288.356;-340.527;52.1712;-340.527;-722.471;381.944;-722.471;-942.522;220.051;-942.522;-2000;1057.48;
780;940;-1;-1;-328.815;327.815;-328.815;-381.543;52.7286;-381.543;-760.171;378.627;-760.171;-986.464;226.294;-986.464;-2000;1013.54;
820;940;-1;-1;-370.28;369.28;-370.28;-422.792;52.5123;-422.792;-798.254;375.461;-798.254;-1032.06;233.808;-1032.06;-2000;967.939;
860;940;-1;-1;-411.812;410.812;-411.812;-463.565;51.7532;-463.565;-836.7;373.135;-836.7;-1039.58;202.885;-1039.58;-2000;960.415;
900;940;-1;-1;-452.879;451.879;-452.879;-503.55;50.6703;-503.55;-875.785;372.235;-875.785;-999.764;123.979;-999.764;-2000;1000.24;
940;940;-1;-1;-493.157;492.157;-493.157;-542.566;49.4086;-542.566;-916.447;373.881;-916.447;-959.941;43.494;-959.941;-2000;1040.06;
980;940;-1;-1;-532.361;531.361;-532.361;-580.433;48.0718;-919.59;-919.887;0.297144;-919.887;-919.887;0;-919.887;-2000;1080.11;
1020;940;-1;-1;-569.814;568.814;-569.814;-616.168;46.3543;-879.784;-880.166;0.381784;-880.166;-880.166;0;-880.166;-2000;1119.83;
1060;940;-1;-1;-603.091;602.091;-603.091;-646.919;43.8276;-646.919;-839.993;193.074;-839.993;-850.635;10.6414;-850.635;-2000;1149.37;
1100;940;-1;-1;-629.97;628.97;-629.97;-672.178;42.209;-672.178;-800.032;127.853;-800.032;-887.824;87.7925;-887.824;-2000;1112.18;
1140;940;-1;-1;-652.114;651.114;-652.114;-694.065;41.9506;-694.065;-761.016;66.9514;-761.016;-931.072;170.056;-931.072;-2000;1068.93;
1180;940;-1;-1;-672.036;671.036;-672.036;-714.934;42.898;-714.934;-788.286;73.3522;-788.286;-978.292;190.007;-978.292;-2000;1021.71;
1220;940;-1;-679.562;-679.781;0.21879;-679.781;-679.781;0;-679.781;-820.609;140.828;-820.609;-1023.03;202.424;-1023.03;-2000;976.968;
1260;940;-1;-1;-639.891;638.891;-639.891;-639.891;0;-639.891;-859.126;219.235;-859.126;-1063.69;204.567;-1063.69;-2000;936.307;
1300;940;-1;-1;-600.086;599.086;-600.086;-603.455;3.36879;-603.455;-899.176;295.72;-899.176;-1102.87;203.697;-1102.87;-2000;897.127;
1340;940;-1;-1;-588.077;587.077;-588.077;-625.269;37.1919;-625.269;-935.531;310.262;-935.531;-1143.38;207.846;-1143.38;-2000;856.623;
1380;940;-1;-1;-609.988;608.988;-609.988;-647.98;37.9914;-647.98;-968.846;320.866;-968.846;-1185.6;216.751;-1185.6;-2000;814.403;
1420;940;-1;-1;-632.755;631.755;-632.755;-671.739;38.9839;-671.739;-1002.15;330.411;-1002.15;-1227.63;225.476;-1227.63;-2000;772.374;
1460;940;-1;-1;-656.579;655.579;-656.579;-696.598;40.0188;-696.598;-1038.45;341.851;-1038.45;-1266.61;228.163;-1266.61;-2000;733.388;
1500;940;-1;-1;-681.67;680.67;-681.67;-722.704;41.0336;-722.704;-1080;357.295;-1080;-1300.76;220.765;-1300.76;-2000;699.237;
1540;940;-1;-1;-708.386;707.386;-708.386;-750.475;42.0891;-750.475;-1126.79;376.316;-1126.79;-1331.02;204.228;-1331.02;-2000;668.981;
1580;940;-1;-1;-737.335;736.335;-737.335;-780.701;43.3658;-780.701;-1174.59;393.894;-1174.59;-1361.2;186.602;-1361.2;-2000;638.803;
1620;940;-1;-1;-769.488;768.488;-769.488;-814.635;45.1467;-814.635;-1218.91;404.278;-1218.91;-1396.43;177.513;-1396.43;-2000;603.574;
1660;940;-1;-1;-806.267;805.267;-806.267;-853.997;47.7293;-853.997;-1260.03;406.037;-1260.03;-1443.67;183.641;-1443.67;-2000;556.325;
1700;940;-1;-1;-849.273;848.273;-849.273;-898.955;49.6824;-898.955;-1300.93;401.975;-1300.93;-1502.51;201.578;-1502.51;-2000;497.491;
1740;940;-1;-1;-894.608;893.608;-894.608;-943.378;48.7703;-943.378;-1342.75;399.373;-1342.75;-1552.4;209.644;-1552.4;-2000;447.605;
1780;940;-1;-1;-929.751;928.751;-929.751;-979.097;49.346;-979.097;-1380.41;401.317;-1380.41;-1585.73;205.316;-1585.73;-2000;414.27;
1820;940;-1;-1;-945.965;944.965;-945.965;-996.241;50.2762;-996.241;-1401.5;405.254;-1401.5;-1599.9;198.402;-1599.9;-2000;400.103;
1860;940;-1;-1;-941.462;940.462;-941.462;-992.668;51.206;-992.668;-1397.73;405.065;-1397.73;-1595.71;197.976;-1595.71;-2000;404.291;
1900;940;-1;-1;-922.555;921.555;-922.555;-973.251;50.6958;-973.251;-1374.71;401.458;-1374.71;-1575.54;200.832;-1575.54;-2000;424.459;
1940;940;-1;-1;-897.484;896.484;-897.484;-946.279;48.795;-946.279;-1342.08;395.805;-1342.08;-1542.53;200.449;-1542.53;-2000;457.468;
1980;940;-1;-1;-870.02;869.02;-870.02;-917.248;47.228;-917.248;-1304.23;386.98;-1304.23;-1499.76;195.531;-1499.76;-2000;500.241;
20;900;-1;-1;-1;0;-1;-1;0;-1;-75.3866;74.3866;-75.3866;-256.133;180.747;-256.133;-2000;1743.87;
60;900;-1;-1;-1;0;-1;-1;0;-1;-99.4351;98.4351;-99.4351;-284.51;185.075;-284.51;-2000;1715.49;
100;900;-1;-1;-1;0;-1;-1;0;-1;-125.926;124.926;-125.926;-315.915;189.989;-315.915;-2000;1684.08;
140;900;-1;-1;-1;0;-1;-1;0;-1;-155.037;154.037;-155.037;-350.358;195.321;-350.358;-2000;1649.64;
180;900;-1;-1;-1;0;-1;-1;0;-1;-186.948;185.948;-186.948;-387.567;200.619;-387.567;-2000;1612.43;
220;900;-1;-1;-1;0;-1;-1;0;-1;-221.778;220.778;-221.778;-426.992;205.214;-426.992;-2000;1573.01;
260;900;-1;-1;-1;0;-1;-1;0;-1;-259.297;258.297;-259.297;-467.811;208.514;-467.811;-2000;1532.19;
300;900;-1;-1;-1;0;-1;-1;0;-1;-298.96;297.96;-298.96;-509.157;210.196;-509.157;-2000;1490.84;
340;900;-1;-1;-1;0;-1;-1;0;-1;-339.942;338.942;-339.942;-550.224;210.282;-550.224;-2000;1449.78;
380;900;-1;-1;-1;0;-1;-1;0;-1;-381.414;380.414;-381.414;-590.403;208.989;-590.403;-2000;1409.6;
420;900;-1;-1;-1;0;-1;-17.4471;16.4471;-17.4471;-422.643;405.196;-422.643;-629.526;206.883;-629.526;-2000;1370.47;
460;900;-1;-1;-1;0;-1;-58.1483;57.1483;-58.1483;-463;404.852;-463;-667.817;204.817;-667.817;-2000;1332.18;
500;900;-1;-1;-41.5428;40.5428;-41.5428;-99.7568;58.214;-99.7568;-502.073;402.317;-502.073;-705.822;203.749;-705.822;-2000;1294.18;
540;900;-1;-1;-83.9566;82.9566;-83.9566;-141.56;57.6035;-141.56;-539.851;398.291;-539.851;-744.056;204.205;-744.056;-2000;1255.94;
580;900;-1;-1;-126.364;125.364;-126.364;-182.859;56.4951;-182.859;-576.814;393.954;-576.814;-782.812;205.999;-782.812;-2000;1217.19;
620;900;-1;-1;-168.126;167.126;-168.126;-223.144;55.0177;-223.144;-613.522;390.378;-613.522;-822.237;208.715;-822.237;-2000;1177.76;
660;900;-1;-1;-208.814;207.814;-208.814;-262.348;53.534;-262.348;-650.304;387.956;-650.304;-862.39;212.086;-862.39;-2000;1137.61;
700;900;-1;-1;-248.472;247.472;-248.472;-301.171;52.6991;-301.171;-687.302;386.131;-687.302;-903.477;216.175;-903.477;-2000;1096.52;
740;900;-1;-1;-287.937;286.937;-287.937;-340.751;52.8138;-340.751;-724.542;383.791;-724.542;-945.671;221.129;-945.671;-2000;1054.33;
780;900;-1;-1;-328.197;327.197;-328.197;-381.268;53.0708;-381.268;-762.006;380.738;-762.006;-989.225;227.219;-989.225;-2000;1010.78;
820;900;-1;-1;-369.187;368.187;-369.187;-422.016;52.829;-422.016;-799.776;377.76;-799.776;-1034.36;234.583;-1034.36;-2000;965.641;
860;900;-1;-1;-410.238;409.238;-410.238;-462.354;52.1163;-462.354;-837.847;375.493;-837.847;-1039.59;201.743;-1039.59;-2000;960.41;
900;900;-1;-1;-450.811;449.811;-450.811;-501.925;51.1143;-501.925;-876.584;374.659;-876.584;-999.772;123.188;-999.772;-2000;1000.23;
940;900;-1;-1;-490.53;489.53;-490.53;-540.474;49.9449;-540.474;-916.824;376.349;-916.824;-959.95;43.1267;-959.95;-2000;1040.05;
980;900;-1;-1;-528.966;527.966;-528.966;-577.601;48.635;-919.591;-919.902;0.310736;-919.902;-919.902;0;-919.902;-2000;1080.1;
1020;900;-1;-1;-565.242;564.242;-565.242;-612.199;46.9572;-879.788;-880.19;0.401848;-880.19;-880.19;0;-880.19;-2000;1119.81;
1060;900;-1;-1;-597.603;596.603;-597.603;-642.535;44.9317;-642.535;-839.752;197.216;-839.752;-856.586;16.8342;-856.586;-2000;1143.41;
1100;900;-1;-1;-624.839;623.839;-624.839;-668.349;43.5093;-668.349;-800.049;131.7;-800.049;-894.11;94.0607;-894.11;-2000;1105.89;
1140;900;-1;-1;-647.905;646.905;-647.905;-691.125;43.2193;-691.125;-764.55;73.4256;-764.55;-936.711;172.16;-936.711;-2000;1063.29;
1180;900;-1;-1;-668.733;667.733;-668.733;-712.858;44.125;-712.858;-792.784;79.9264;-792.784;-982.511;189.726;-982.511;-2000;1017.49;
1220;900;-1;-679.549;-679.772;0.223395;-679.772;-679.772;0;-679.772;-825.142;145.37;-825.142;-1026.73;201.587;-1026.73;-2000;973.271;
1260;900;-1;-1;-639.882;638.882;-639.882;-639.882;0;-639.882;-862.105;222.223;-862.105;-1068.03;205.923;-1068.03;-2000;931.972;
1300;900;-1;-1;-600.075;599.075;-600.075;-603.135;3.05996;-603.135;-900.522;297.387;-900.522;-1108.09;207.573;-1108.09;-2000;891.905;
1340;900;-1;-1;-587.588;586.588;-587.588;-625.24;37.6525;-625.24;-936.826;311.586;-936.826;-1148.93;212.1;-1148.93;-2000;851.074;
1380;900;-1;-1;-609.721;608.721;-609.721;-648.155;38.4345;-648.155;-971.156;323.001;-971.156;-1190.76;219.606;-1190.76;-2000;809.237;
1420;900;-1;-1;-632.655;631.655;-632.655;-672.077;39.4224;-672.077;-1005.6;333.526;-1005.6;-1231.93;226.324;-1231.93;-2000;768.072;
1460;900;-1;-1;-656.62;655.62;-656.62;-697.108;40.4888;-697.108;-1042.87;345.764;-1042.87;-1270.14;227.269;-1270.14;-2000;729.859;
1500;900;-1;-1;-681.849;680.849;-681.849;-723.435;41.5856;-723.435;-1084.77;361.337;-1084.77;-1304.38;219.612;-1304.38;-2000;695.617;
1540;900;-1;-1;-708.7;707.7;-708.7;-751.478;42.7778;-751.478;-1130.89;379.412;-1130.89;-1335.92;205.025;-1335.92;-2000;664.085;
1580;900;-1;-1;-737.746;736.746;-737.746;-781.988;44.2418;-781.988;-1177.52;395.536;-1177.52;-1367.95;190.427;-1367.95;-2000;632.049;
1620;900;-1;-1;-769.83;768.83;-769.83;-816.059;46.229;-816.059;-1221.16;405.105;-1221.16;-1404.81;183.649;-1404.81;-2000;595.187;
1660;900;-1;-1;-805.99;804.99;-805.99;-854.814;48.8244;-854.814;-1261.98;407.169;-1261.98;-1451.09;189.111;-1451.09;-2000;548.906;
1700;900;-1;-1;-846.522;845.522;-846.522;-897.444;50.9216;-897.444;-1301.94;404.495;-1301.94;-1503.99;202.051;-1503.99;-2000;496.01;
1740;900;-1;-1;-887.287;886.287;-887.287;-938.49;51.2036;-938.49;-1341.14;402.651;-1341.14;-1549.29;208.15;-1549.29;-2000;450.71;
1780;900;-1;-1;-918.992;917.992;-918.992;-970.227;51.2355;-970.227;-1374.69;404.466;-1374.69;-1579.37;204.675;-1579.37;-2000;420.632;
1820;900;-1;-1;-934.594;933.594;-934.594;-986.078;51.484;-986.078;-1393.16;407.087;-1393.16;-1592.5;199.331;-1592.5;-2000;407.505;
1860;900;-1;-1;-932.669;931.669;-932.669;-984.457;51.7882;-984.457;-1390.79;406.33;-1390.79;-1589.37;198.587;-1589.37;-2000;410.626;
1900;900;-1;-1;-917.177;916.177;-917.177;-968.5;51.3231;-968.5;-1370.85;402.353;-1370.85;-1571.42;200.566;-1571.42;-2000;428.581;
1940;900;-1;-1;-894.106;893.106;-894.106;-943.958;49.8513;-943.958;-1340.02;396.066;-1340.02;-1540.56;200.534;-1540.56;-2000;459.442;
1980;900;-1;-1;-867.435;866.435;-867.435;-915.751;48.3163;-915.751;-1302.81;387.055;-1302.81;-1499.54;196.736;-1499.54;-2000;500.459;
20;860;-1;-1;-1;0;-1;-1;0;-1;-77.8822;76.8822;-77.8822;-260.02;182.138;-260.02;-2000;1739.98;
60;860;-1;-1;-1;0;-1;-1;0;-1;-102.13;101.13;-102.13;-288.629;186.498;-288.629;-2000;1711.37;
100;860;-1;-1;-1;0;-1;-1;0;-1;-128.839;127.839;-128.839;-320.214;191.375;-320.214;-2000;1679.79;
140;860;-1;-1;-1;0;-1;-1;0;-1;-158.166;157.166;-158.166;-354.75;196.585;-354.75;-2000;1645.25;
180;860;-1;-1;-1;0;-1;-1;0;-1;-190.247;189.247;-190.247;-391.96;201.713;-391.96;-2000;1608.04;
220;860;-1;-1;-1;0;-1;-1;0;-1;-225.13;224.13;-225.13;-431.317;206.187;-431.317;-2000;1568.68;
260;860;-1;-1;-1;0;-1;-1;0;-1;-262.564;261.564;-262.564;-472.041;209.477;-472.041;-2000;1527.96;
300;860;-1;-1;-1;0;-1;-1;0;-1;-302.055;301.055;-302.055;-513.317;211.262;-513.317;-2000;1486.68;
340;860;-1;-1;-1;0;-1;-1;0;-1;-342.836;341.836;-342.836;-554.39;211.554;-554.39;-2000;1445.61;
380;860;-1;-1;-1;0;-1;-1;0;-1;-384.118;383.118;-384.118;-594.719;210.601;-594.719;-2000;1405.28;
420;860;-1;-1;-1;0;-1;-17.462;16.462;-17.462;-425.184;407.722;-425.184;-634.146;208.962;-634.146;-2000;1365.85;
460;860;-1;-1;-1;0;-1;-57.961;56.961;-57.961;-465.451;407.49;-465.451;-672.846;207.396;-672.846;-2000;1327.15;
500;860;-1;-1;-40.8113;39.8113;-40.8113;-99.3577;58.5464;-99.3577;-504.593;405.235;-504.593;-711.242;206.649;-711.242;-2000;1288.76;
540;860;-1;-1;-82.9723;81.9723;-82.9723;-140.981;58.0082;-140.981;-542.624;401.644;-542.624;-749.729;207.105;-749.729;-2000;1250.27;
580;860;-1;-1;-125.159;124.159;-125.159;-182.187;57.0285;-182.187;-579.89;397.703;-579.89;-788.578;208.688;-788.578;-2000;1211.42;
620;860;-1;-1;-166.783;165.783;-166.783;-222.543;55.7603;-222.543;-616.81;394.267;-616.81;-827.94;211.13;-827.94;-2000;1172.06;
660;860;-1;-1;-207.492;206.492;-207.492;-262.026;54.5341;-262.026;-653.653;391.626;-653.653;-867.894;214.242;-867.894;-2000;1132.11;
700;860;-1;-1;-247.369;246.369;-247.369;-301.152;53.7836;-301.152;-690.561;389.409;-690.561;-908.646;218.085;-908.646;-2000;1091.35;
740;860;-1;-1;-287.014;286.014;-287.014;-340.632;53.6174;-340.632;-727.569;386.937;-727.569;-950.377;222.809;-950.377;-2000;1049.62;
780;860;-1;-1;-327.038;326.038;-327.038;-380.638;53.6;-380.638;-764.674;384.036;-764.674;-993.361;228.687;-993.361;-2000;1006.64;
820;860;-1;-1;-367.468;366.468;-367.468;-420.753;53.2854;-420.753;-801.983;381.23;-801.983;-1037.82;235.84;-1037.82;-2000;962.176;
860;860;-1;-1;-407.851;406.851;-407.851;-460.455;52.6045;-460.455;-839.508;379.052;-839.508;-1039.6;200.091;-1039.6;-2000;960.401;
900;860;-1;-1;-447.699;446.699;-447.699;-499.365;51.666;-499.365;-877.731;378.367;-877.731;-999.784;122.052;-999.784;-2000;1000.22;
940;860;-1;-1;-486.582;485.582;-486.582;-537.139;50.5576;-537.139;-917.358;380.218;-917.358;-959.965;42.6079;-959.965;-2000;1040.03;
980;860;-1;-1;-523.984;522.984;-523.984;-573.264;49.2801;-919.593;-919.926;0.332342;-919.926;-919.926;0;-919.926;-2000;1080.07;
1020;860;-1;-1;-559.056;558.056;-559.056;-606.801;47.7447;-606.801;-879.794;272.993;-879.794;-879.794;0;-880.228;-2000;1119.77;
1060;860;-1;-1;-590.627;589.627;-590.627;-636.741;46.1133;-636.741;-839.763;203.022;-839.763;-865.319;25.5559;-865.319;-2000;1134.68;
1100;860;-1;-1;-618.051;617.051;-618.051;-663.006;44.9545;-663.006;-800.073;137.068;-800.073;-903.142;103.068;-903.142;-2000;1096.86;
1140;860;-1;-1;-641.948;640.948;-641.948;-686.653;44.7043;-686.653;-769.44;82.7878;-769.44;-945.088;175.647;-945.088;-2000;1054.91;
1180;860;-1;-1;-663.733;662.733;-663.733;-709.26;45.527;-709.26;-798.54;89.28;-798.54;-989.575;191.034;-989.575;-2000;1010.43;
1220;860;-1;-679.527;-679.758;0.230541;-679.758;-679.758;0;-679.758;-830.887;151.129;-830.887;-1033.32;202.429;-1033.32;-2000;966.685;
1260;860;-1;-1;-639.87;638.87;-639.87;-639.87;0;-639.87;-866.639;226.769;-866.639;-1075.19;208.556;-1075.19;-2000;924.805;
1300;860;-1;-1;-600.058;599.058;-600.058;-602.775;2.71704;-602.775;-903.787;301.011;-903.787;-1116.14;212.35;-1116.14;-2000;883.863;
1340;860;-1;-1;-586.966;585.966;-586.966;-625.272;38.3064;-625.272;-940.055;314.783;-940.055;-1157.34;217.284;-1157.34;-2000;842.662;
1380;860;-1;-1;-609.403;608.403;-609.403;-648.477;39.0741;-648.477;-975.375;326.898;-975.375;-1198.75;223.377;-1198.75;-2000;801.248;
1420;860;-1;-1;-632.571;631.571;-632.571;-672.634;40.063;-672.634;-1011.14;338.506;-1011.14;-1238.97;227.83;-1238.97;-2000;761.03;
1460;860;-1;-1;-656.728;655.728;-656.728;-697.9;41.1724;-697.9;-1049.51;351.613;-1049.51;-1276.46;226.943;-1276.46;-2000;723.544;
1500;860;-1;-1;-682.125;681.125;-682.125;-724.494;42.3688;-724.494;-1091.69;367.196;-1091.69;-1310.87;219.182;-1310.87;-2000;689.129;
1540;860;-1;-1;-709.103;708.103;-709.103;-752.818;43.7144;-752.818;-1136.86;384.047;-1136.86;-1343.57;206.704;-1343.57;-2000;656.431;
1580;860;-1;-1;-738.153;737.153;-738.153;-783.512;45.3592;-783.512;-1181.99;398.473;-1181.99;-1377.18;195.192;-1377.18;-2000;622.823;
1620;860;-1;-1;-769.897;768.897;-769.897;-817.372;47.4753;-817.372;-1224.52;407.149;-1224.52;-1414.88;190.357;-1414.88;-2000;585.122;
1660;860;-1;-1;-804.832;803.832;-804.832;-854.831;49.9989;-854.831;-1264.46;409.628;-1264.46;-1458.77;194.315;-1458.77;-2000;541.226;
1700;860;-1;-1;-842.309;841.309;-842.309;-894.435;52.1268;-894.435;-1302.75;408.318;-1302.75;-1505.2;202.448;-1505.2;-2000;494.799;
1740;860;-1;-1;-878.489;877.489;-878.489;-931.459;52.97;-931.459;-1338.64;407.177;-1338.64;-1544.79;206.154;-1544.79;-2000;455.21;
1780;860;-1;-1;-906.619;905.619;-906.619;-959.62;53.0009;-959.62;-1367.75;408.129;-1367.75;-1571.35;203.597;-1571.35;-2000;428.655;
1820;860;-1;-1;-921.335;920.335;-921.335;-974.223;52.8878;-974.223;-1383.4;409.175;-1383.4;-1583.22;199.823;-1583.22;-2000;416.779;
1860;860;-1;-1;-921.308;920.308;-921.308;-974.043;52.7349;-974.043;-1381.78;407.737;-1381.78;-1580.73;198.951;-1580.73;-2000;419.269;
1900;860;-1;-1;-908.923;907.923;-908.923;-961.071;52.148;-961.071;-1364.51;403.438;-1364.51;-1564.69;200.185;-1564.69;-2000;435.305;
1940;860;-1;-1;-888.343;887.343;-888.343;-939.264;50.9206;-939.264;-1336;396.738;-1336;-1536.35;200.344;-1536.35;-2000;463.654;
1980;860;-1;-1;-863.104;862.104;-863.104;-912.598;49.4938;-912.598;-1300.16;387.56;-1300.16;-1497.85;197.693;-1497.85;-2000;502.149;
20;820;-1;-1;-1;0;-1;-1;0;-1;-81.1542;80.1542;-81.1542;-265.111;183.956;-265.111;-2000;1734.89;
